Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,23,1,11.0,0,< 1 Year,Yes,42970.0,124.0,253,0
Male,44,1,3.0,0,1-2 Year,Yes,2630.0,124.0,169,0
Male,26,1,28.0,1,< 1 Year,Yes,47374.0,26.0,116,0
Female,45,1,11.0,1,1-2 Year,No,26476.0,154.0,291,0
Female,69,1,37.0,0,1-2 Year,Yes,35200.0,124.0,167,0
Female,26,1,41.0,1,< 1 Year,No,35887.0,152.0,215,0
Female,23,1,41.0,0,< 1 Year,Yes,37660.0,151.0,237,0
Female,65,1,28.0,0,1-2 Year,Yes,49163.0,26.0,182,0
Male,32,1,28.0,1,1-2 Year,No,16224.0,124.0,128,0
Male,24,1,6.0,1,< 1 Year,No,32575.0,152.0,253,0
Male,31,1,28.0,1,1-2 Year,No,62739.0,124.0,127,0
Female,40,1,28.0,0,1-2 Year,Yes,27751.0,13.0,229,0
Male,46,1,8.0,1,1-2 Year,No,30389.0,26.0,181,0
Male,43,1,14.0,0,1-2 Year,Yes,40870.0,124.0,230,0
Male,30,1,28.0,0,1-2 Year,Yes,34591.0,156.0,268,1
Female,28,1,41.0,1,< 1 Year,No,51753.0,152.0,31,0
Male,23,1,19.0,0,< 1 Year,No,27277.0,152.0,95,0
Male,31,1,24.0,1,< 1 Year,No,22049.0,154.0,171,0
Male,58,1,28.0,0,1-2 Year,No,45725.0,13.0,112,0
Male,39,1,46.0,1,1-2 Year,No,2630.0,124.0,194,0
Male,40,1,4.0,0,1-2 Year,Yes,23680.0,124.0,283,1
Female,49,1,45.0,0,1-2 Year,Yes,2630.0,124.0,51,0
Female,26,1,27.0,1,< 1 Year,No,27617.0,152.0,155,0
Female,50,1,28.0,1,1-2 Year,No,52464.0,124.0,39,0
Female,29,1,14.0,1,< 1 Year,No,25057.0,152.0,116,0
Male,39,1,8.0,0,1-2 Year,Yes,34608.0,19.0,246,0
Male,21,1,36.0,0,< 1 Year,Yes,43012.0,160.0,92,0
Male,47,1,28.0,0,1-2 Year,Yes,31730.0,26.0,182,0
Male,22,1,6.0,0,< 1 Year,Yes,27970.0,152.0,40,0
Male,51,1,29.0,0,1-2 Year,Yes,29036.0,124.0,246,1
Female,50,1,28.0,1,1-2 Year,No,24771.0,124.0,184,0
Female,49,1,45.0,0,1-2 Year,Yes,30383.0,124.0,90,0
Female,49,1,46.0,1,1-2 Year,No,2630.0,26.0,12,0
Male,22,1,15.0,1,< 1 Year,No,24994.0,152.0,193,0
Male,49,1,28.0,0,1-2 Year,No,34043.0,26.0,231,0
Female,55,1,28.0,0,< 1 Year,No,2630.0,1.0,263,0
Female,49,1,27.0,1,1-2 Year,No,27937.0,26.0,131,0
Male,23,1,11.0,1,< 1 Year,No,35857.0,152.0,259,0
Female,24,1,6.0,1,< 1 Year,No,20314.0,152.0,150,0
Female,40,1,33.0,0,1-2 Year,Yes,34266.0,124.0,18,0
Male,39,1,8.0,0,1-2 Year,Yes,43001.0,31.0,119,0
Male,24,1,49.0,0,< 1 Year,Yes,38898.0,152.0,165,0
Female,43,1,28.0,0,1-2 Year,Yes,34052.0,26.0,27,0
Male,26,1,39.0,1,< 1 Year,No,33711.0,160.0,289,0
Female,25,1,11.0,1,< 1 Year,No,16176.0,152.0,132,0
Male,51,1,28.0,0,1-2 Year,Yes,41584.0,26.0,176,1
Male,24,1,11.0,1,< 1 Year,No,30516.0,152.0,39,0
Male,24,1,46.0,1,< 1 Year,No,27626.0,152.0,198,0
Female,24,1,36.0,1,< 1 Year,No,43492.0,160.0,139,0
Female,24,1,39.0,0,1-2 Year,Yes,2630.0,163.0,252,0
Male,35,1,46.0,1,1-2 Year,No,2630.0,152.0,155,0
Female,61,1,28.0,0,1-2 Year,Yes,23617.0,124.0,11,0
Male,35,1,2.0,0,1-2 Year,Yes,28529.0,124.0,30,0
Female,47,1,8.0,0,1-2 Year,Yes,2630.0,25.0,246,0
Female,77,1,8.0,1,1-2 Year,Yes,52590.0,26.0,80,0
Female,22,1,7.0,0,< 1 Year,Yes,45746.0,152.0,23,0
Male,25,1,10.0,1,< 1 Year,No,32395.0,152.0,95,0
Female,23,1,40.0,0,< 1 Year,Yes,2630.0,152.0,222,0
Female,25,1,11.0,1,< 1 Year,No,15815.0,152.0,86,0
Male,54,1,8.0,0,1-2 Year,Yes,49391.0,124.0,212,0
Female,24,1,6.0,1,< 1 Year,No,24427.0,152.0,109,0
Male,31,1,16.0,1,< 1 Year,No,21296.0,152.0,198,0
Female,73,1,28.0,0,1-2 Year,Yes,45464.0,26.0,96,0
Female,30,1,28.0,1,< 1 Year,No,38877.0,124.0,129,0
Male,66,1,28.0,1,1-2 Year,No,39259.0,26.0,53,0
Female,25,1,9.0,0,1-2 Year,Yes,32769.0,154.0,85,0
Female,60,1,38.0,0,1-2 Year,Yes,23462.0,152.0,66,0
Male,21,1,50.0,1,< 1 Year,No,39240.0,152.0,109,0
Female,48,1,37.0,1,1-2 Year,No,34662.0,26.0,95,0
Male,52,1,28.0,0,1-2 Year,Yes,38069.0,26.0,227,0
Male,21,1,27.0,0,< 1 Year,No,28528.0,160.0,117,0
Female,32,1,3.0,0,1-2 Year,Yes,37656.0,163.0,292,1
Male,61,1,47.0,0,1-2 Year,Yes,24405.0,124.0,278,0
Female,22,1,2.0,0,< 1 Year,Yes,21512.0,152.0,34,0
Female,64,1,45.0,1,1-2 Year,No,45928.0,124.0,245,0
Male,38,1,14.0,0,1-2 Year,Yes,29015.0,24.0,55,0
Male,76,1,28.0,0,1-2 Year,Yes,48860.0,124.0,67,0
Female,28,1,6.0,1,< 1 Year,No,25481.0,152.0,273,0
Male,30,1,9.0,0,< 1 Year,Yes,31100.0,124.0,281,0
Female,42,1,28.0,0,1-2 Year,Yes,42489.0,26.0,99,0
Female,23,1,10.0,0,< 1 Year,Yes,28941.0,152.0,101,0
Male,22,1,12.0,1,< 1 Year,No,26094.0,160.0,193,0
Female,23,1,15.0,1,< 1 Year,No,24074.0,152.0,283,0
Female,48,1,1.0,1,1-2 Year,No,2630.0,26.0,116,0
Female,26,1,41.0,1,< 1 Year,No,24015.0,152.0,123,0
Male,28,1,29.0,1,< 1 Year,No,29132.0,152.0,141,0
Female,24,1,41.0,1,< 1 Year,No,36610.0,152.0,141,0
Female,38,1,39.0,0,1-2 Year,Yes,2630.0,160.0,59,0
Male,47,1,47.0,0,1-2 Year,Yes,37742.0,124.0,156,0
Male,65,1,50.0,0,> 2 Years,Yes,27669.0,124.0,273,0
Female,21,1,6.0,1,< 1 Year,No,30416.0,160.0,57,0
Male,78,1,46.0,1,1-2 Year,No,22137.0,26.0,283,0
Male,23,1,7.0,1,< 1 Year,No,46501.0,151.0,177,0
Male,42,1,46.0,0,1-2 Year,Yes,2630.0,157.0,236,0
Female,26,1,50.0,1,< 1 Year,No,44271.0,152.0,156,0
Female,28,1,46.0,1,< 1 Year,No,25901.0,152.0,26,0
Male,43,1,33.0,0,> 2 Years,Yes,46851.0,124.0,69,0
Male,32,1,39.0,0,1-2 Year,Yes,32417.0,157.0,188,0
Male,75,1,8.0,0,1-2 Year,Yes,41922.0,26.0,78,0
Male,37,1,8.0,0,1-2 Year,Yes,30590.0,124.0,297,0
Male,54,1,19.0,0,1-2 Year,Yes,2630.0,124.0,257,0
Male,23,1,46.0,0,< 1 Year,Yes,23478.0,152.0,111,0
Female,22,1,12.0,1,< 1 Year,No,27971.0,152.0,185,0
Male,41,1,3.0,1,1-2 Year,No,32168.0,124.0,28,0
Female,48,1,8.0,1,1-2 Year,No,27965.0,26.0,10,0
Female,37,1,39.0,0,1-2 Year,Yes,26042.0,124.0,180,1
Male,47,1,41.0,0,1-2 Year,No,2630.0,26.0,21,0
Male,57,1,6.0,0,1-2 Year,Yes,26987.0,116.0,187,0
Male,52,1,28.0,1,1-2 Year,No,51509.0,124.0,203,0
Male,73,1,11.0,1,1-2 Year,No,27423.0,26.0,38,0
Female,28,1,28.0,1,< 1 Year,No,48077.0,152.0,62,0
Male,22,1,47.0,0,< 1 Year,Yes,36367.0,163.0,127,0
Female,46,1,28.0,0,> 2 Years,Yes,49292.0,26.0,98,1
Female,23,1,28.0,1,< 1 Year,No,33388.0,152.0,175,0
Female,25,1,18.0,1,< 1 Year,No,2630.0,152.0,200,0
Male,22,1,33.0,0,< 1 Year,Yes,25756.0,124.0,196,0
Male,46,1,15.0,0,1-2 Year,Yes,29333.0,124.0,222,1
Male,26,1,34.0,1,< 1 Year,No,33459.0,152.0,187,0
Male,30,1,29.0,1,< 1 Year,No,2630.0,152.0,182,0
Male,23,1,28.0,1,1-2 Year,No,30128.0,124.0,177,0
Female,25,1,13.0,1,< 1 Year,No,37259.0,152.0,81,0
Female,23,1,36.0,1,< 1 Year,No,40250.0,152.0,298,0
Female,25,1,3.0,0,< 1 Year,Yes,30052.0,124.0,257,0
Male,22,1,30.0,1,< 1 Year,No,33990.0,152.0,91,0
Male,73,1,6.0,0,1-2 Year,Yes,39904.0,26.0,28,0
Male,61,1,43.0,0,1-2 Year,Yes,32374.0,26.0,176,0
Female,21,1,35.0,1,< 1 Year,No,44288.0,160.0,96,0
Female,48,1,30.0,0,1-2 Year,Yes,22609.0,152.0,145,0
Male,21,1,41.0,0,< 1 Year,Yes,36704.0,152.0,191,0
Female,78,1,29.0,0,1-2 Year,Yes,31391.0,155.0,89,0
Male,33,1,28.0,1,< 1 Year,No,39454.0,152.0,150,0
Female,26,1,28.0,0,< 1 Year,Yes,48498.0,152.0,41,1
Female,37,1,34.0,1,1-2 Year,No,2630.0,26.0,295,0
Female,25,1,28.0,1,1-2 Year,Yes,31475.0,156.0,115,0
Female,24,1,6.0,1,< 1 Year,No,26805.0,152.0,183,0
Female,42,1,19.0,0,1-2 Year,Yes,34749.0,124.0,182,1
Female,39,1,47.0,1,1-2 Year,No,25907.0,26.0,207,0
Female,50,1,28.0,0,1-2 Year,Yes,37357.0,124.0,63,0
Female,49,1,15.0,0,1-2 Year,No,30898.0,26.0,239,0
Male,66,1,28.0,0,1-2 Year,Yes,57719.0,122.0,145,0
Female,21,1,41.0,1,< 1 Year,No,30761.0,152.0,39,0
Male,42,1,41.0,0,1-2 Year,Yes,29012.0,26.0,128,0
Male,43,1,28.0,0,1-2 Year,Yes,27330.0,124.0,212,0
Male,23,1,36.0,0,< 1 Year,No,2630.0,152.0,89,0
Female,21,1,39.0,0,< 1 Year,Yes,30463.0,160.0,209,0
Male,44,1,3.0,0,1-2 Year,Yes,23529.0,124.0,255,0
Male,27,1,50.0,1,< 1 Year,No,2630.0,160.0,92,0
Male,53,1,28.0,1,1-2 Year,No,42968.0,124.0,292,0
Female,62,1,28.0,0,> 2 Years,Yes,2630.0,122.0,60,1
Female,21,1,2.0,0,< 1 Year,Yes,28041.0,152.0,272,0
Female,23,1,40.0,0,< 1 Year,Yes,37366.0,151.0,41,0
Female,69,1,8.0,0,> 2 Years,Yes,49685.0,124.0,134,0
Male,31,1,30.0,1,< 1 Year,No,22449.0,152.0,83,0
Male,22,1,8.0,1,< 1 Year,No,56469.0,152.0,49,0
Male,22,1,8.0,0,< 1 Year,Yes,66891.0,160.0,49,0
Female,24,1,36.0,0,< 1 Year,No,29449.0,152.0,294,0
Male,51,1,3.0,1,1-2 Year,No,34229.0,26.0,62,0
Male,27,1,50.0,1,< 1 Year,No,35036.0,152.0,75,0
Male,69,1,28.0,1,1-2 Year,No,50759.0,52.0,12,0
Female,25,1,24.0,0,< 1 Year,Yes,25659.0,152.0,262,0
Female,64,1,30.0,1,1-2 Year,No,2630.0,124.0,151,0
Female,24,1,43.0,1,< 1 Year,No,2630.0,152.0,34,0
Female,40,1,28.0,1,1-2 Year,No,64068.0,124.0,155,0
Female,60,1,8.0,1,1-2 Year,No,50546.0,124.0,134,0
Male,58,1,18.0,0,1-2 Year,Yes,32567.0,122.0,206,0
Male,50,1,8.0,0,1-2 Year,Yes,38709.0,25.0,199,0
Female,22,1,30.0,1,< 1 Year,No,38569.0,152.0,215,0
Male,35,1,28.0,0,1-2 Year,No,41587.0,29.0,81,0
Female,24,1,28.0,0,< 1 Year,Yes,44499.0,152.0,68,0
Male,45,1,8.0,0,1-2 Year,No,37586.0,152.0,280,0
Male,25,1,2.0,0,< 1 Year,No,31495.0,152.0,18,0
Male,66,1,28.0,0,1-2 Year,Yes,2630.0,26.0,10,0
Female,44,1,28.0,0,1-2 Year,Yes,58575.0,26.0,232,0
Male,35,1,28.0,1,1-2 Year,No,28489.0,26.0,153,0
Male,49,1,28.0,0,> 2 Years,Yes,25619.0,55.0,250,0
Male,53,1,48.0,0,1-2 Year,Yes,2630.0,26.0,123,0
Male,40,1,41.0,1,1-2 Year,No,44794.0,124.0,133,0
Female,40,1,28.0,0,1-2 Year,Yes,36846.0,26.0,173,0
Male,77,1,28.0,1,1-2 Year,No,29057.0,26.0,155,0
Male,46,1,28.0,0,1-2 Year,Yes,53090.0,26.0,71,0
Female,23,1,28.0,0,< 1 Year,Yes,35185.0,152.0,273,0
Female,26,1,2.0,1,< 1 Year,No,29790.0,152.0,79,0
Male,41,1,28.0,0,1-2 Year,Yes,44587.0,26.0,213,0
Male,33,1,29.0,1,< 1 Year,No,2630.0,160.0,239,0
Female,20,1,36.0,1,< 1 Year,No,29692.0,160.0,113,0
Male,72,1,16.0,1,1-2 Year,No,33082.0,26.0,228,0
Female,22,1,45.0,1,< 1 Year,No,23232.0,152.0,192,0
Female,25,1,8.0,1,< 1 Year,No,52526.0,152.0,250,0
Male,60,1,8.0,1,1-2 Year,No,34706.0,124.0,55,0
Male,23,1,18.0,0,< 1 Year,Yes,20693.0,152.0,130,0
Male,56,1,28.0,0,1-2 Year,Yes,71519.0,26.0,263,0
Male,28,1,50.0,1,< 1 Year,No,65626.0,152.0,23,0
Male,64,1,28.0,0,1-2 Year,No,28259.0,124.0,195,0
Female,54,1,28.0,0,1-2 Year,Yes,29739.0,124.0,218,0
Male,46,1,8.0,1,1-2 Year,No,55952.0,26.0,296,0
Female,46,1,15.0,0,1-2 Year,Yes,44180.0,52.0,198,0
Female,24,1,8.0,1,< 1 Year,No,27392.0,152.0,214,0
Female,64,1,28.0,0,1-2 Year,Yes,76145.0,26.0,171,0
Female,60,1,50.0,0,1-2 Year,Yes,24400.0,8.0,250,0
Female,23,1,28.0,1,< 1 Year,No,2630.0,152.0,99,0
Male,43,1,28.0,1,1-2 Year,No,41013.0,124.0,29,0
Female,51,1,28.0,0,1-2 Year,Yes,57893.0,26.0,143,1
Male,29,1,23.0,0,< 1 Year,Yes,25137.0,124.0,29,1
Female,24,1,36.0,0,< 1 Year,Yes,31173.0,152.0,266,0
Female,52,1,11.0,0,1-2 Year,No,2630.0,24.0,42,0
Male,28,1,50.0,1,< 1 Year,No,37426.0,152.0,98,0
Female,24,1,8.0,0,< 1 Year,Yes,38557.0,152.0,38,0
Female,58,1,28.0,1,1-2 Year,No,60554.0,26.0,179,0
Female,25,1,28.0,1,< 1 Year,No,44849.0,152.0,132,0
Female,24,1,49.0,0,< 1 Year,Yes,48373.0,26.0,261,0
Male,23,1,8.0,1,< 1 Year,No,38056.0,152.0,291,0
Female,34,1,31.0,1,1-2 Year,No,2630.0,152.0,80,0
Male,25,1,28.0,0,< 1 Year,No,37504.0,152.0,160,0
Female,36,1,41.0,1,1-2 Year,No,35078.0,124.0,135,0
Female,23,1,28.0,1,< 1 Year,No,55455.0,152.0,103,0
Male,24,1,10.0,1,< 1 Year,No,36946.0,152.0,277,0
Male,20,1,43.0,0,< 1 Year,Yes,35872.0,160.0,222,0
Female,25,1,41.0,1,< 1 Year,No,20955.0,152.0,168,0
Female,42,1,28.0,1,1-2 Year,No,30758.0,14.0,189,0
Female,44,1,8.0,1,1-2 Year,No,31443.0,124.0,129,0
Female,40,1,28.0,0,1-2 Year,Yes,25032.0,122.0,137,1
Female,48,1,22.0,1,1-2 Year,No,2630.0,8.0,57,0
Male,51,1,28.0,1,1-2 Year,No,44200.0,120.0,55,0
Female,52,1,45.0,1,1-2 Year,No,23678.0,152.0,198,0
Female,45,1,28.0,1,1-2 Year,No,30352.0,26.0,262,0
Female,23,1,8.0,0,< 1 Year,Yes,28182.0,151.0,156,0
Female,21,1,47.0,0,< 1 Year,Yes,36304.0,152.0,110,0
Female,71,1,28.0,0,1-2 Year,Yes,45958.0,26.0,216,0
Female,24,1,34.0,0,< 1 Year,Yes,32555.0,152.0,177,0
Male,67,1,28.0,1,1-2 Year,No,37466.0,125.0,237,0
Female,27,1,30.0,1,< 1 Year,No,24186.0,152.0,163,0
Male,45,1,28.0,0,1-2 Year,Yes,97733.0,26.0,133,0
Male,38,1,28.0,0,1-2 Year,Yes,30071.0,152.0,215,0
Male,26,1,8.0,1,< 1 Year,No,53133.0,152.0,162,0
Female,41,1,28.0,0,> 2 Years,Yes,63493.0,124.0,190,0
Male,44,1,28.0,1,1-2 Year,No,2630.0,124.0,142,0
Female,47,1,28.0,0,1-2 Year,Yes,26817.0,124.0,164,1
Female,49,1,8.0,0,> 2 Years,Yes,49985.0,26.0,54,0
Female,21,1,17.0,1,< 1 Year,No,2630.0,152.0,287,0
Male,39,1,28.0,0,1-2 Year,Yes,31000.0,163.0,31,1
Male,36,1,22.0,0,1-2 Year,Yes,31389.0,124.0,295,1
Female,25,1,16.0,0,< 1 Year,Yes,19608.0,152.0,274,0
Male,22,1,28.0,1,< 1 Year,No,40162.0,152.0,294,0
Male,56,1,28.0,1,1-2 Year,Yes,45764.0,124.0,282,0
Male,50,1,11.0,0,1-2 Year,Yes,19283.0,124.0,139,0
Female,35,1,8.0,1,1-2 Year,No,34776.0,152.0,107,0
Female,21,1,46.0,0,< 1 Year,Yes,19474.0,160.0,83,0
Male,56,1,30.0,0,1-2 Year,Yes,28118.0,26.0,86,1
Female,29,1,41.0,1,< 1 Year,No,37974.0,152.0,137,0
Male,40,1,30.0,0,1-2 Year,Yes,34707.0,140.0,11,0
Female,39,1,28.0,0,1-2 Year,Yes,48025.0,152.0,225,0
Male,40,1,33.0,0,1-2 Year,Yes,35848.0,124.0,121,1
Female,23,1,47.0,0,< 1 Year,No,33397.0,152.0,239,0
Male,42,1,28.0,0,1-2 Year,Yes,31113.0,124.0,154,1
Female,78,1,28.0,1,1-2 Year,No,28099.0,26.0,255,0
Male,33,1,8.0,0,< 1 Year,No,2630.0,156.0,223,0
Female,31,1,8.0,0,< 1 Year,Yes,29407.0,152.0,131,1
Male,57,1,47.0,0,1-2 Year,Yes,2630.0,124.0,61,1
Female,23,1,26.0,1,< 1 Year,No,29259.0,152.0,160,0
Male,44,1,28.0,0,1-2 Year,Yes,29276.0,24.0,21,0
Male,21,1,49.0,1,< 1 Year,No,2630.0,152.0,232,0
Female,27,1,18.0,1,< 1 Year,No,38302.0,152.0,267,0
Male,21,1,8.0,0,< 1 Year,Yes,31599.0,152.0,105,0
Male,38,1,28.0,0,1-2 Year,Yes,29136.0,124.0,203,0
Male,26,1,28.0,1,< 1 Year,No,78519.0,152.0,34,0
Male,49,1,28.0,0,1-2 Year,Yes,30022.0,124.0,147,1
Male,75,1,15.0,1,1-2 Year,Yes,2630.0,156.0,92,0
Male,26,1,23.0,0,< 1 Year,Yes,23957.0,152.0,127,0
Male,44,1,48.0,1,1-2 Year,No,2630.0,15.0,12,0
Male,45,1,48.0,1,1-2 Year,No,2630.0,124.0,224,0
Male,46,0,28.0,0,1-2 Year,Yes,30744.0,124.0,112,0
Male,44,1,8.0,0,1-2 Year,Yes,37384.0,26.0,44,0
Male,22,1,2.0,0,< 1 Year,Yes,21709.0,152.0,197,0
Male,71,1,11.0,1,1-2 Year,No,2630.0,120.0,87,0
Female,47,1,28.0,0,1-2 Year,Yes,34178.0,26.0,76,0
Male,26,1,10.0,1,< 1 Year,No,30506.0,152.0,228,0
Female,24,1,32.0,0,< 1 Year,Yes,34799.0,151.0,60,0
Female,32,1,50.0,1,< 1 Year,No,27153.0,151.0,154,0
Male,21,1,2.0,0,< 1 Year,Yes,2630.0,160.0,106,0
Female,42,1,46.0,0,1-2 Year,Yes,26191.0,124.0,126,1
Female,21,1,10.0,0,< 1 Year,Yes,34381.0,152.0,249,0
Female,77,1,28.0,0,1-2 Year,Yes,62432.0,155.0,14,0
Male,74,1,8.0,1,1-2 Year,No,39327.0,26.0,250,0
Female,47,1,28.0,1,1-2 Year,No,24841.0,26.0,108,0
Male,80,1,11.0,0,1-2 Year,Yes,2630.0,120.0,52,0
Female,22,1,12.0,1,< 1 Year,No,38439.0,152.0,298,0
Female,49,1,28.0,1,1-2 Year,No,40781.0,25.0,285,0
Male,44,1,28.0,0,> 2 Years,Yes,54250.0,52.0,256,0
Male,40,1,46.0,0,1-2 Year,Yes,27707.0,124.0,64,1
Female,63,1,28.0,1,1-2 Year,No,38651.0,13.0,148,0
Male,38,1,18.0,0,1-2 Year,Yes,29416.0,131.0,196,1
Male,22,1,41.0,1,< 1 Year,No,42113.0,152.0,134,0
Male,27,1,45.0,0,< 1 Year,No,20498.0,152.0,35,0
Male,69,1,31.0,0,> 2 Years,Yes,2630.0,148.0,21,0
Female,27,1,11.0,1,< 1 Year,No,2630.0,152.0,185,0
Male,43,1,28.0,0,1-2 Year,No,39832.0,124.0,145,0
Male,31,1,2.0,0,< 1 Year,Yes,2630.0,152.0,237,0
Female,23,1,18.0,1,< 1 Year,No,27926.0,152.0,159,0
Male,45,1,46.0,0,1-2 Year,Yes,2630.0,157.0,61,0
Female,22,1,30.0,1,< 1 Year,No,35084.0,152.0,104,0
Female,25,1,41.0,1,< 1 Year,No,28693.0,152.0,278,0
Female,23,1,7.0,1,< 1 Year,No,2630.0,152.0,132,0
Male,77,1,29.0,1,1-2 Year,No,23076.0,124.0,130,0
Male,59,1,11.0,0,1-2 Year,Yes,24691.0,124.0,281,1
Female,58,1,45.0,0,1-2 Year,Yes,23777.0,124.0,50,0
Female,45,1,31.0,0,1-2 Year,Yes,2630.0,26.0,271,0
Male,65,1,8.0,1,1-2 Year,No,32740.0,26.0,122,0
Female,38,1,45.0,0,1-2 Year,Yes,29591.0,122.0,173,1
Female,34,1,28.0,0,1-2 Year,Yes,33224.0,26.0,208,1
Female,49,1,28.0,0,1-2 Year,Yes,46218.0,156.0,110,0
Male,23,1,29.0,1,< 1 Year,No,30827.0,152.0,163,0
Male,41,1,28.0,0,1-2 Year,No,2630.0,26.0,129,0
Female,41,1,47.0,1,1-2 Year,No,31877.0,124.0,255,0
Female,54,1,46.0,1,1-2 Year,No,20317.0,122.0,44,0
Female,54,1,28.0,1,1-2 Year,No,50646.0,122.0,125,0
Female,27,1,8.0,1,< 1 Year,No,34747.0,152.0,53,0
Male,53,1,6.0,1,1-2 Year,No,33469.0,152.0,211,0
Male,40,1,28.0,1,1-2 Year,No,35685.0,124.0,81,0
Female,70,1,28.0,0,1-2 Year,Yes,35014.0,124.0,181,1
Female,33,1,28.0,1,1-2 Year,No,33982.0,26.0,263,0
Male,52,1,41.0,0,1-2 Year,Yes,40812.0,26.0,287,0
Female,73,1,50.0,1,1-2 Year,Yes,40042.0,18.0,167,0
Male,34,1,13.0,1,1-2 Year,No,28606.0,152.0,122,0
Male,24,1,8.0,1,< 1 Year,No,27808.0,152.0,224,0
Female,24,1,9.0,0,< 1 Year,Yes,29921.0,26.0,274,0
Male,30,1,28.0,1,< 1 Year,No,44484.0,152.0,122,0
Female,25,1,34.0,1,< 1 Year,Yes,26187.0,152.0,281,0
Male,32,1,44.0,0,1-2 Year,Yes,2630.0,156.0,192,0
Female,67,1,28.0,0,1-2 Year,Yes,26845.0,26.0,122,0
Female,53,1,28.0,0,1-2 Year,Yes,46688.0,26.0,248,0
Male,24,1,3.0,1,< 1 Year,No,28959.0,152.0,20,0
Male,29,1,47.0,0,< 1 Year,Yes,25778.0,152.0,114,0
Male,22,1,47.0,1,< 1 Year,No,34502.0,152.0,254,0
Male,22,1,10.0,1,< 1 Year,No,2630.0,152.0,51,0
Female,34,1,33.0,1,1-2 Year,No,28466.0,152.0,204,0
Male,27,1,8.0,0,< 1 Year,Yes,27919.0,152.0,57,0
Female,25,1,8.0,1,< 1 Year,No,27659.0,152.0,73,0
Female,48,1,48.0,0,1-2 Year,Yes,2630.0,124.0,173,0
Female,36,1,28.0,0,1-2 Year,No,38320.0,156.0,89,0
Male,69,1,7.0,0,> 2 Years,Yes,2630.0,26.0,288,0
Female,41,1,4.0,0,1-2 Year,Yes,31557.0,124.0,71,0
Male,23,1,8.0,1,< 1 Year,No,42864.0,152.0,16,0
Female,22,1,16.0,0,< 1 Year,Yes,32241.0,152.0,253,0
Female,33,1,28.0,1,< 1 Year,No,33437.0,152.0,142,0
Female,64,1,28.0,1,1-2 Year,No,56102.0,13.0,182,0
Male,28,1,11.0,1,< 1 Year,No,2630.0,152.0,37,0
Male,40,1,28.0,0,1-2 Year,Yes,37798.0,60.0,197,0
Male,25,1,46.0,0,< 1 Year,Yes,2630.0,124.0,169,0
Male,46,1,28.0,0,1-2 Year,Yes,42303.0,52.0,240,1
Male,45,1,33.0,0,> 2 Years,Yes,29399.0,31.0,63,0
Male,68,1,28.0,1,1-2 Year,No,36583.0,26.0,135,0
Male,22,1,15.0,0,< 1 Year,Yes,43972.0,152.0,228,0
Male,44,1,8.0,1,1-2 Year,No,27814.0,26.0,40,0
Male,24,1,46.0,1,< 1 Year,No,34176.0,160.0,181,0
Male,23,1,28.0,1,< 1 Year,No,39458.0,151.0,94,0
Female,26,1,28.0,0,< 1 Year,Yes,35713.0,152.0,26,0
Female,30,1,46.0,1,< 1 Year,No,29983.0,124.0,242,0
Male,66,1,51.0,1,1-2 Year,No,2630.0,26.0,33,0
Female,28,1,29.0,1,< 1 Year,No,36792.0,152.0,115,0
Male,21,1,2.0,0,< 1 Year,Yes,38414.0,152.0,36,0
Female,22,1,29.0,1,< 1 Year,Yes,2630.0,152.0,10,0
Female,23,1,39.0,1,< 1 Year,No,2630.0,152.0,232,0
Female,31,1,35.0,1,< 1 Year,No,27774.0,152.0,97,0
Female,51,1,28.0,0,> 2 Years,Yes,45136.0,26.0,173,1
Female,27,1,13.0,1,< 1 Year,No,2630.0,152.0,15,0
Female,23,1,23.0,0,< 1 Year,Yes,32058.0,152.0,116,0
Female,73,1,28.0,0,> 2 Years,Yes,61840.0,26.0,121,0
Female,23,1,46.0,1,< 1 Year,No,30350.0,152.0,197,0
Female,50,1,8.0,1,1-2 Year,No,39093.0,26.0,174,0
Female,24,1,28.0,1,< 1 Year,No,40283.0,152.0,42,0
Female,24,1,8.0,1,< 1 Year,No,43831.0,152.0,299,0
Male,21,1,21.0,0,< 1 Year,Yes,29690.0,152.0,204,0
Female,22,1,29.0,1,< 1 Year,No,88446.0,152.0,79,0
Female,67,1,7.0,1,1-2 Year,No,2630.0,26.0,286,0
Female,26,1,23.0,1,< 1 Year,No,31220.0,152.0,191,0
Female,22,1,33.0,1,< 1 Year,No,26673.0,152.0,240,0
Female,26,1,29.0,1,< 1 Year,No,30973.0,152.0,284,0
Female,46,1,28.0,0,1-2 Year,Yes,66405.0,26.0,120,1
Male,22,1,6.0,0,< 1 Year,Yes,28146.0,152.0,274,1
Female,27,1,45.0,1,< 1 Year,No,26255.0,152.0,206,0
Male,44,1,28.0,1,1-2 Year,No,38548.0,122.0,14,0
Male,37,1,39.0,0,1-2 Year,Yes,28864.0,124.0,104,1
Female,56,1,48.0,0,1-2 Year,No,2630.0,124.0,50,0
Male,49,1,28.0,1,1-2 Year,No,29710.0,124.0,250,0
Male,43,1,30.0,0,1-2 Year,Yes,21041.0,26.0,27,0
Male,41,1,28.0,0,1-2 Year,Yes,28217.0,122.0,166,1
Female,29,1,28.0,0,< 1 Year,Yes,30343.0,152.0,36,0
